Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Self_Employed_No,Self_Employed_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CoapplicantIncome,Loan_Status
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,20233,480,360,1,0,N
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,7667,185,360,0,0,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2917,84,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2927,111,360,1,2405,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2507,56,360,1,0,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,5746,144,84,0,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2473,159,360,1,1843,N
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,3399,111,180,1,1640,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3717,120,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2058,88,360,0,2134,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3541,112,360,0,0,Y
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,10000,155,360,1,0,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2400,115,360,1,2167,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4342,124,360,1,189,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,3601,136,360,1,1590,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3166,132,360,1,2985,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,15000,300,360,1,0,Y
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,8666,376,360,0,4983,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,4917,130,360,0,0,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,5818,184,360,1,2160,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,4333,110,360,1,2451,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2500,67,360,1,0,Y
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,4384,117,360,1,1793,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2935,98,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2833,71,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,63337,490,180,1,0,Y
0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,9833,182,180,1,1833,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,5503,70,330,1,4490,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,5250,160,360,1,688,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,2500,176,360,1,4600,Y
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1830,126,360,0,0,N
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4160,71,360,1,0,Y
0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,2647,173,360,1,1587,N
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2378,46,360,1,0,N
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,4554,158,360,1,1229,Y
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,3173,74,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,2583,125,360,1,2330,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2499,160,360,1,2458,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,3523,152,360,0,3230,N
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,3083,126,360,1,2168,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6333,259,360,0,4583,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2625,187,360,1,6250,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9083,228,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,8750,308,360,1,4167,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,2666,95,360,1,2083,Y
1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,5500,105,360,0,0,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2423,130,360,1,505,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3813,116,180,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8333,165,360,1,3167,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3875,67,360,1,0,N
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,3000,100,480,0,1666,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,5167,200,360,1,3167,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,4723,81,360,1,0,N
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5000,236,360,1,3667,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4750,130,360,1,2333,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3013,95,300,0,3033,Y
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,6822,141,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,6216,133,360,1,0,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,96,480,1,0,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,5124,124,360,0,0,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6325,175,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,19730,570,360,1,5266,N
1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,15759,55,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5185,155,360,1,0,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,9323,380,300,1,7873,Y
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3062,111,180,0,1987,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2764,110,360,1,1459,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4817,120,180,1,923,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,8750,130,360,1,4996,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,4310,130,360,0,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3069,71,480,1,0,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5391,130,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3333,128,360,1,2500,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,5941,296,360,1,4232,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,6000,156,360,1,0,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,7167,128,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,4566,100,360,1,0,N
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3667,113,180,1,0,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2346,132,360,1,1600,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,3010,126,360,0,3136,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2333,136,360,1,2417,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5488,125,360,1,0,Y
0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,9167,185,360,1,0,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,9504,275,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2583,120,360,0,2115,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1993,113,180,1,1625,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3100,113,360,1,1400,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3276,135,360,0,484,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3180,71,360,0,0,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3033,95,360,1,1459,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,3902,109,360,1,1666,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1500,103,360,0,1800,N
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,2889,45,180,0,0,N
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,2755,65,300,1,0,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,103,360,1,20000,Y
1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1963,53,360,1,0,Y
1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,7441,194,360,1,0,N
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4547,115,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,2167,115,360,1,2400,Y
1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2213,66,360,1,0,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8300,152,300,0,0,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,81000,360,360,0,0,N
1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3867,62,360,1,0,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,6256,160,360,0,0,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,6096,218,360,0,0,N
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2253,110,360,1,2033,Y
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2149,178,360,0,3237,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2995,60,360,1,0,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2600,160,360,1,0,N
0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1600,239,360,1,20000,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1025,112,360,1,2773,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3246,138,360,1,1417,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5829,138,360,1,0,Y
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2720,80,360,0,0,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1820,100,360,1,1719,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,7250,110,360,0,1667,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,14880,96,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2666,121,360,1,4300,Y
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,4606,81,360,1,0,N
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5935,133,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2920,87,360,1,16,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,2717,60,180,1,0,Y
1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,8624,150,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6500,105,360,0,0,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,12876,405,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2425,143,360,1,2340,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3750,100,360,1,0,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,10047,133,240,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1926,50,360,1,1851,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2213,136,360,1,1125,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,10416,187,360,0,0,N
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,7142,138,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3660,187,360,1,5064,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7901,180,360,1,1833,Y
0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,4707,148,360,1,1993,Y
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,37719,152,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7333,175,300,0,8333,Y
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,3466,130,360,1,1210,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,4652,110,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3539,55,360,1,1376,N
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3340,150,360,0,1710,N
0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,2769,190,360,0,1542,N
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2309,125,360,0,1255,N
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1958,60,300,0,1456,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3948,149,360,0,1733,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2483,90,180,0,2466,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,7085,84,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3859,96,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4301,118,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3708,173,360,1,2569,N
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,4354,136,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8334,160,360,1,0,N
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,2083,160,360,0,4083,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,7740,128,180,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3015,153,360,1,2188,Y
1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5191,132,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4166,98,360,0,0,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6000,140,360,1,0,Y
0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,2947,70,180,0,1664,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,16692,110,360,1,0,Y
1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,210,98,360,1,2917,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4333,110,360,1,2451,N
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,3450,162,360,1,2079,Y
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,2653,113,180,0,1500,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4691,100,360,1,0,Y
1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2500,93,360,0,0,Y
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,5532,162,360,1,4648,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,16525,150,360,1,1014,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6700,230,300,1,1750,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,2873,132,360,0,1872,N
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,16667,86,360,1,2250,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2947,136,360,1,1603,N
1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,4350,154,360,1,0,Y
0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3095,113,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2083,128,360,1,3150,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,10833,234,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8333,246,360,1,0,Y
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1958,131,360,1,2436,Y
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3547,80,360,0,0,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,18333,500,360,1,0,N
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,4583,160,360,1,2083,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2435,75,360,1,0,N
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2699,96,360,0,2785,Y
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,5333,186,360,0,1131,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,3691,110,360,1,0,Y
1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,17263,225,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3597,119,360,0,2157,N
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,3326,105,84,1,913,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2600,107,360,1,1700,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4625,111,12,0,2857,Y
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,2895,95,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6283,209,360,0,4416,N
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,645,113,480,1,3683,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3159,100,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,4865,208,360,1,5624,Y
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,4050,138,360,0,5302,N
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3814,124,300,1,1483,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3510,243,360,1,4416,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,20833,480,360,0,6667,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3583,96,360,1,0,N
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2479,188,360,1,3013,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13262,40,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,3598,100,360,1,1287,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6065,250,360,1,2004,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3283,148,360,1,2035,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2130,70,180,1,6666,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,5815,311,360,1,3666,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,3466,150,360,1,3428,Y
1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2031,113,480,1,1632,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3074,123,360,0,1800,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4683,185,360,1,1915,N
1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3400,95,360,1,0,N
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2192,45,360,1,1742,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,55,360,1,0,Y
0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,5677,100,360,1,1424,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,7948,480,360,1,7166,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4680,136,360,1,2087,N
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,17500,400,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3775,110,360,1,0,Y
0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,5285,161,360,0,1430,Y
0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2679,94,360,1,1302,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,6783,130,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1025,216,360,0,5500,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,4281,100,360,1,0,Y
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3588,110,360,0,0,N
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,11250,196,360,0,0,N
1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,18165,125,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,2550,126,360,1,2042,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,6133,324,360,1,3906,Y
0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3617,107,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2917,66,360,1,536,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,6417,157,180,1,0,Y
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4608,140,180,1,2845,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2138,99,360,0,0,N
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3652,95,360,1,0,Y
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,2239,128,360,1,2524,Y
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3017,102,360,0,663,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2768,155,360,1,1950,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,3358,80,36,1,0,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2526,145,360,1,1783,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,5000,103,360,0,0,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2785,110,360,1,2016,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,6633,126,360,0,0,N
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,2492,136,360,1,2375,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3333,158,360,1,3250,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,2454,181,360,0,2333,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3593,132,180,0,4266,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,5468,26,360,1,1032,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2667,84,360,0,1625,Y
0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,10139,260,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3887,162,360,1,2669,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,4180,182,360,1,2306,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,3675,108,360,1,242,Y
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,19484,600,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5923,211,360,1,2054,Y
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,5800,132,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8799,258,360,0,0,N
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,4467,120,360,0,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3333,70,360,1,0,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,3400,123,360,0,2500,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2378,9,360,1,0,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3166,104,360,0,2064,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3417,186,360,1,1750,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,5116,165,360,0,1451,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,16666,275,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,6125,187,480,1,1625,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,6406,150,360,1,0,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3159,108,84,1,461,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3087,136,360,0,2210,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3229,110,360,1,2739,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1782,107,360,1,2232,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3182,161,360,1,2917,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6540,205,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1836,90,360,1,33837,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3166,36,360,1,0,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1880,61,360,0,0,N
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2787,146,360,0,1917,N
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,4283,172,84,1,3000,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2297,104,360,1,1522,Y
1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2165,70,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4750,94,360,1,0,Y
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,2726,106,360,0,0,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3000,56,180,1,3416,Y
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,6000,205,240,1,0,N
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,9357,292,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3859,142,180,1,3300,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,16120,260,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,3833,110,360,1,0,Y
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,6383,187,360,1,1000,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2987,88,360,0,0,N
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,9963,180,360,1,0,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5780,192,360,1,0,Y
1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,416,350,180,1,41667,N
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2894,155,360,1,2792,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,5703,128,360,1,0,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,3676,172,360,1,4301,Y
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,12000,496,360,1,0,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,2400,113,180,1,3800,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,3400,173,360,1,2500,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,3987,157,360,1,1411,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3232,108,360,1,1950,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2900,71,360,1,0,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,4106,40,180,1,0,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8072,253,360,1,240,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,7583,187,360,1,0,Y
1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,4583,133,360,0,0,N
